code,term,dmd_id
321987003,Citalopram 20mg tablets,321987003
4011911000001102,Citalopram 20mg tablets,4011911000001102
18460911000001102,Citalopram 20mg tablets,18460911000001102
7394911000001108,Citalopram 20mg tablets,7394911000001108
4247811000001102,Citalopram 20mg tablets,4247811000001102
9785811000001109,Citalopram 20mg tablets,9785811000001109
13764611000001109,Citalopram 20mg tablets,13764611000001109
10394411000001109,Citalopram 20mg tablets,10394411000001109
15989711000001100,Citalopram 20mg tablets,15989711000001100
19714611000001105,Citalopram 20mg tablets,19714611000001105
9180011000001104,Citalopram 20mg tablets,9180011000001104
4012111000001105,Citalopram 20mg tablets,4012111000001105
37053111000001101,Citalopram 20mg tablets,37053111000001101
38836211000001107,Citalopram 20mg tablets,38836211000001107
36438611000001109,Citalopram 20mg tablets,36438611000001109
19188911000001102,Citalopram 20mg tablets,19188911000001102
4817711000001107,Citalopram 20mg tablets,4817711000001107
10443511000001108,Citalopram 20mg tablets,10443511000001108
37505811000001104,Citalopram 20mg tablets,37505811000001104
9410811000001107,Citalopram 20mg tablets,9410811000001107
17859211000001107,Citalopram 20mg tablets,17859211000001107
7458011000001100,Citalopram 20mg tablets,7458011000001100
28690711000001102,Citalopram 20mg tablets,28690711000001102
4012311000001107,Citalopram 20mg tablets,4012311000001107
15079511000001107,Citalopram 20mg tablets,15079511000001107
36755911000001104,Citalopram 20mg tablets,36755911000001104
7396511000001107,Citalopram 20mg tablets,7396511000001107
13745211000001103,Citalopram 20mg tablets,13745211000001103
21853911000001102,Citalopram 20mg tablets,21853911000001102
4468611000001106,Citalopram 20mg tablets,4468611000001106
321989000,Citalopram 10mg tablets,321989000
4011011000001101,Citalopram 10mg tablets,4011011000001101
18460711000001104,Citalopram 10mg tablets,18460711000001104
7394711000001106,Citalopram 10mg tablets,7394711000001106
4247611000001101,Citalopram 10mg tablets,4247611000001101
9785611000001105,Citalopram 10mg tablets,9785611000001105
10394011000001100,Citalopram 10mg tablets,10394011000001100
15989511000001105,Citalopram 10mg tablets,15989511000001105
19714411000001107,Citalopram 10mg tablets,19714411000001107
9448211000001104,Citalopram 10mg tablets,9448211000001104
4011411000001105,Citalopram 10mg tablets,4011411000001105
37052811000001100,Citalopram 10mg tablets,37052811000001100
38836011000001102,Citalopram 10mg tablets,38836011000001102
36107611000001101,Citalopram 10mg tablets,36107611000001101
19188711000001104,Citalopram 10mg tablets,19188711000001104
4817511000001102,Citalopram 10mg tablets,4817511000001102
10443011000001100,Citalopram 10mg tablets,10443011000001100
37505611000001103,Citalopram 10mg tablets,37505611000001103
9411011000001105,Citalopram 10mg tablets,9411011000001105
17859011000001102,Citalopram 10mg tablets,17859011000001102
7457811000001107,Citalopram 10mg tablets,7457811000001107
28690311000001101,Citalopram 10mg tablets,28690311000001101
4011711000001104,Citalopram 10mg tablets,4011711000001104
15079211000001109,Citalopram 10mg tablets,15079211000001109
36513711000001107,Citalopram 10mg tablets,36513711000001107
7396211000001109,Citalopram 10mg tablets,7396211000001109
13745011000001108,Citalopram 10mg tablets,13745011000001108
21853711000001104,Citalopram 10mg tablets,21853711000001104
4468311000001101,Citalopram 10mg tablets,4468311000001101
321991008,Citalopram 40mg tablets,321991008
4012511000001101,Citalopram 40mg tablets,4012511000001101
18470111000001108,Citalopram 40mg tablets,18470111000001108
7395111000001109,Citalopram 40mg tablets,7395111000001109
4248011000001109,Citalopram 40mg tablets,4248011000001109
9786311000001105,Citalopram 40mg tablets,9786311000001105
13764811000001108,Citalopram 40mg tablets,13764811000001108
10394811000001106,Citalopram 40mg tablets,10394811000001106
15989911000001103,Citalopram 40mg tablets,15989911000001103
19714811000001109,Citalopram 40mg tablets,19714811000001109
9180211000001109,Citalopram 40mg tablets,9180211000001109
4012711000001106,Citalopram 40mg tablets,4012711000001106
38836411000001106,Citalopram 40mg tablets,38836411000001106
36438811000001108,Citalopram 40mg tablets,36438811000001108
19189311000001109,Citalopram 40mg tablets,19189311000001109
4817911000001109,Citalopram 40mg tablets,4817911000001109
10444011000001103,Citalopram 40mg tablets,10444011000001103
37506011000001101,Citalopram 40mg tablets,37506011000001101
9411411000001101,Citalopram 40mg tablets,9411411000001101
17859411000001106,Citalopram 40mg tablets,17859411000001106
7458311000001102,Citalopram 40mg tablets,7458311000001102
28692211000001105,Citalopram 40mg tablets,28692211000001105
4012911000001108,Citalopram 40mg tablets,4012911000001108
15079911000001100,Citalopram 40mg tablets,15079911000001100
36756111000001108,Citalopram 40mg tablets,36756111000001108
7396711000001102,Citalopram 40mg tablets,7396711000001102
13745411000001104,Citalopram 40mg tablets,13745411000001104
21854111000001103,Citalopram 40mg tablets,21854111000001103
4469011000001109,Citalopram 40mg tablets,4469011000001109
12021111000001103,Citalopram 20mg/5ml oral suspension,12021111000001103
11970711000001101,Citalopram 20mg/5ml oral suspension,11970711000001101
12021011000001104,Citalopram 10mg/5ml oral suspension,12021011000001104
11970211000001108,Citalopram 10mg/5ml oral suspension,11970211000001108
847211000001102,Cipramil 20mg tablets,847211000001102
62511000001109,Cipramil 10mg tablets,62511000001109
695611000001105,Cipramil 40mg tablets,695611000001105
321949006,Fluoxetine 20mg capsules,321949006
723711000001104,Fluoxetine 20mg capsules,723711000001104
18461711000001107,Fluoxetine 20mg capsules,18461711000001107
335911000001100,Fluoxetine 20mg capsules,335911000001100
453911000001108,Fluoxetine 20mg capsules,453911000001108
9799811000001108,Fluoxetine 20mg capsules,9799811000001108
10408211000001105,Fluoxetine 20mg capsules,10408211000001105
23587411000001103,Fluoxetine 20mg capsules,23587411000001103
32489611000001107,Fluoxetine 20mg capsules,32489611000001107
23909011000001106,Fluoxetine 20mg capsules,23909011000001106
11018011000001101,Fluoxetine 20mg capsules,11018011000001101
18074311000001105,Fluoxetine 20mg capsules,18074311000001105
37593011000001107,Fluoxetine 20mg capsules,37593011000001107
33555411000001101,Fluoxetine 20mg capsules,33555411000001101
848111000001109,Fluoxetine 20mg capsules,848111000001109
258111000001102,Fluoxetine 20mg capsules,258111000001102
614811000001109,Fluoxetine 20mg capsules,614811000001109
30131811000001107,Fluoxetine 20mg capsules,30131811000001107
38917611000001109,Fluoxetine 20mg capsules,38917611000001109
32938411000001107,Fluoxetine 20mg capsules,32938411000001107
19193611000001100,Fluoxetine 20mg capsules,19193611000001100
24132411000001103,Fluoxetine 20mg capsules,24132411000001103
252411000001105,Fluoxetine 20mg capsules,252411000001105
10444811000001109,Fluoxetine 20mg capsules,10444811000001109
17909511000001108,Fluoxetine 20mg capsules,17909511000001108
166911000001109,Fluoxetine 20mg capsules,166911000001109
37091511000001101,Fluoxetine 20mg capsules,37091511000001101
527811000001100,Fluoxetine 20mg capsules,527811000001100
15209011000001100,Fluoxetine 20mg capsules,15209011000001100
18282511000001107,Fluoxetine 20mg capsules,18282511000001107
756611000001101,Fluoxetine 20mg capsules,756611000001101
13751411000001100,Fluoxetine 20mg capsules,13751411000001100
22014311000001108,Fluoxetine 20mg capsules,22014311000001108
12909311000001100,Fluoxetine 20mg capsules,12909311000001100
560111000001104,Fluoxetine 20mg capsules,560111000001104
321951005,Fluoxetine 20mg/5ml oral solution,321951005
437511000001107,Fluoxetine 20mg/5ml oral solution,437511000001107
476511000001107,Fluoxetine 20mg/5ml oral solution,476511000001107
