date,id,name,y_items,y_actual_cost,total_list_size
2019-03-01,Y56,"LONDON COMMISSIONING REGION",112568,513643.24,10046810
2019-03-01,Y59,"SOUTH EAST COMMISSIONING REGION",169794,767498.72,9324725
2019-03-01,Y60,"MIDLANDS COMMISSIONING REGION",258900,856437.97,11289941
2019-03-01,Y62,"NORTH WEST COMMISSIONING REGION",180870,616394.82,7471538
2019-03-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",170187,559697.69,6872823
2019-03-01,Y58,"SOUTH WEST COMMISSIONING REGION",152069,493114.52,5824404
2019-03-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",266683,792887.93,8883624
2019-04-01,Y56,"LONDON COMMISSIONING REGION",109402,452872.91,10062815
2019-04-01,Y59,"SOUTH EAST COMMISSIONING REGION",166154,729441.02,9330613
2019-04-01,Y60,"MIDLANDS COMMISSIONING REGION",254478,825388.6,11297178
2019-04-01,Y62,"NORTH WEST COMMISSIONING REGION",180002,607759.89,7476788
2019-04-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",166484,538100.96,6877718
2019-04-01,Y58,"SOUTH WEST COMMISSIONING REGION",147717,470051.04,5828715
2019-04-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",262980,765228.26,8884823
2019-05-01,Y56,"LONDON COMMISSIONING REGION",117561,516150.87,10082115
2019-05-01,Y59,"SOUTH EAST COMMISSIONING REGION",176033,770068,9336102
2019-05-01,Y60,"MIDLANDS COMMISSIONING REGION",271344,860212.13,11303436
2019-05-01,Y62,"NORTH WEST COMMISSIONING REGION",190724,631799.14,7481059
2019-05-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",177777,571922.09,6882026
2019-05-01,Y58,"SOUTH WEST COMMISSIONING REGION",157509,485729.74,5832593
2019-05-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",278184,791695.71,8887015
2019-06-01,Y56,"LONDON COMMISSIONING REGION",109002,441614.47,10101923
2019-06-01,Y59,"SOUTH EAST COMMISSIONING REGION",163126,695457.48,9342452
2019-06-01,Y60,"MIDLANDS COMMISSIONING REGION",250533,783089.39,11310273
2019-06-01,Y62,"NORTH WEST COMMISSIONING REGION",174508,562531.12,7486134
2019-06-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",163832,508023.69,6888257
2019-06-01,Y58,"SOUTH WEST COMMISSIONING REGION",145860,454627.02,5836413
2019-06-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",257999,739487.26,8888603
2019-07-01,Y56,"LONDON COMMISSIONING REGION",115523,498548.21,10119444
2019-07-01,Y59,"SOUTH EAST COMMISSIONING REGION",165145,734285.83,9349320
2019-07-01,Y60,"MIDLANDS COMMISSIONING REGION",258557,855309.04,11316858
2019-07-01,Y62,"NORTH WEST COMMISSIONING REGION",181794,627794.51,7490335
2019-07-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",168820,556446.1,6894651
2019-07-01,Y58,"SOUTH WEST COMMISSIONING REGION",145260,472538.55,5839268
2019-07-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",262829,788420.87,8890364
2019-08-01,Y56,"LONDON COMMISSIONING REGION",112552,509631.12,10141919
2019-08-01,Y59,"SOUTH EAST COMMISSIONING REGION",177510,860581.12,9357428
2019-08-01,Y60,"MIDLANDS COMMISSIONING REGION",270676,998173.54,11323152
2019-08-01,Y62,"NORTH WEST COMMISSIONING REGION",188522,712103.44,7495529
2019-08-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",175558,631475.17,6903485
2019-08-01,Y58,"SOUTH WEST COMMISSIONING REGION",159798,571378.12,5842583
2019-08-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",281727,929078.8,8892638
2019-09-01,Y56,"LONDON COMMISSIONING REGION",111499,499793.79,10158323
2019-09-01,Y59,"SOUTH EAST COMMISSIONING REGION",165860,769505.05,9365584
2019-09-01,Y60,"MIDLANDS COMMISSIONING REGION",254890,902057.92,11330365
2019-09-01,Y62,"NORTH WEST COMMISSIONING REGION",177524,640880.8,7499627
2019-09-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",166793,574423.9,6909412
2019-09-01,Y58,"SOUTH WEST COMMISSIONING REGION",148771,539778.52,5846320
2019-09-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",262488,851424.56,8895534
2019-10-01,Y56,"LONDON COMMISSIONING REGION",117889,524807.72,10181822
2019-10-01,Y59,"SOUTH EAST COMMISSIONING REGION",176428,810627.25,9383051
2019-10-01,Y60,"MIDLANDS COMMISSIONING REGION",272584,949501.21,11356955
2019-10-01,Y62,"NORTH WEST COMMISSIONING REGION",190366,678794.65,7515988
2019-10-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",176989,601240.71,6912646
2019-10-01,Y58,"SOUTH WEST COMMISSIONING REGION",158160,537297.29,5854890
2019-10-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",281316,871234.31,8917154
2019-11-01,Y56,"LONDON COMMISSIONING REGION",113935,492673.36,10213538
2019-11-01,Y59,"SOUTH EAST COMMISSIONING REGION",170271,760527.05,9395040
2019-11-01,Y60,"MIDLANDS COMMISSIONING REGION",261047,900940.18,11372492
2019-11-01,Y62,"NORTH WEST COMMISSIONING REGION",181504,649462.42,7527579
2019-11-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",171469,583158.29,6921236
2019-11-01,Y58,"SOUTH WEST COMMISSIONING REGION",152140,528611.39,5863157
2019-11-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",267647,820057.86,8930241
2019-12-01,Y56,"LONDON COMMISSIONING REGION",113160,492487.17,10235623
2019-12-01,Y59,"SOUTH EAST COMMISSIONING REGION",172600,794515.77,9401836
2019-12-01,Y60,"MIDLANDS COMMISSIONING REGION",266554,936957.67,11379276
2019-12-01,Y62,"NORTH WEST COMMISSIONING REGION",185570,653211.91,7533931
2019-12-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",174978,599167.44,6932033
2019-12-01,Y58,"SOUTH WEST COMMISSIONING REGION",154961,535987.33,5868951
2019-12-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",273240,849565.6,8934923
2020-01-01,Y56,"LONDON COMMISSIONING REGION",119046,511787.65,10249920
2020-01-01,Y59,"SOUTH EAST COMMISSIONING REGION",177049,768105.95,9405869
2020-01-01,Y60,"MIDLANDS COMMISSIONING REGION",275410,926778.88,11382678
2020-01-01,Y62,"NORTH WEST COMMISSIONING REGION",191958,667738.34,7538518
2020-01-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",179527,601492.5,6937494
2020-01-01,Y58,"SOUTH WEST COMMISSIONING REGION",159120,531244.46,5874580
2020-01-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",285033,872376.75,8933862
2020-02-01,Y56,"LONDON COMMISSIONING REGION",108175,455060.66,10269606
2020-02-01,Y59,"SOUTH EAST COMMISSIONING REGION",161825,728875.07,9413643
2020-02-01,Y60,"MIDLANDS COMMISSIONING REGION",248821,839046.28,11388757
2020-02-01,Y62,"NORTH WEST COMMISSIONING REGION",172140,588995.41,7544503
2020-02-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",163890,558708.73,6944171
2020-02-01,Y58,"SOUTH WEST COMMISSIONING REGION",144294,487349.14,5878589
2020-02-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",254937,769697.58,8937566
2020-03-01,Y56,"LONDON COMMISSIONING REGION",118726,528611.09,10288179
2020-03-01,Y59,"SOUTH EAST COMMISSIONING REGION",183647,817837.92,9419119
2020-03-01,Y60,"MIDLANDS COMMISSIONING REGION",279451,959855.58,11396276
2020-03-01,Y62,"NORTH WEST COMMISSIONING REGION",195504,691538.3,7550777
2020-03-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",183339,625536.19,6950439
2020-03-01,Y58,"SOUTH WEST COMMISSIONING REGION",162335,565764.9,5883113
2020-03-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",286298,882743.69,8940369
2020-04-01,Y56,"LONDON COMMISSIONING REGION",113076,469958.58,10298573
2020-04-01,Y59,"SOUTH EAST COMMISSIONING REGION",172790,757199.83,9423436
2020-04-01,Y60,"MIDLANDS COMMISSIONING REGION",264960,911904.24,11399944
2020-04-01,Y62,"NORTH WEST COMMISSIONING REGION",184920,645606.54,7553767
2020-04-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",175933,584483.25,6954531
2020-04-01,Y58,"SOUTH WEST COMMISSIONING REGION",156558,529163.58,5886551
2020-04-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",275457,833578.96,8941089
2020-05-01,Y56,"LONDON COMMISSIONING REGION",110277,469162.69,10287897
2020-05-01,Y59,"SOUTH EAST COMMISSIONING REGION",165487,737155.81,9417226
2020-05-01,Y60,"MIDLANDS COMMISSIONING REGION",254848,853304.4,11389230
2020-05-01,Y62,"NORTH WEST COMMISSIONING REGION",177730,620620.66,7547186
2020-05-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",170024,574557,6950527
2020-05-01,Y58,"SOUTH WEST COMMISSIONING REGION",149184,508647.71,5883971
2020-05-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",263338,804453.63,8931447
2020-06-01,Y56,"LONDON COMMISSIONING REGION",114331,511549.58,10288312
2020-06-01,Y59,"SOUTH EAST COMMISSIONING REGION",171511,801500.29,9416392
2020-06-01,Y60,"MIDLANDS COMMISSIONING REGION",266704,971966.38,11385399
2020-06-01,Y62,"NORTH WEST COMMISSIONING REGION",185450,689500.53,7545575
2020-06-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",173578,627870.4,6951259
2020-06-01,Y58,"SOUTH WEST COMMISSIONING REGION",152933,558062.59,5883191
2020-06-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",274638,886603.79,8927315
2020-07-01,Y56,"LONDON COMMISSIONING REGION",118849,508208.8,10293084
2020-07-01,Y59,"SOUTH EAST COMMISSIONING REGION",178032,804248.75,9419150
2020-07-01,Y60,"MIDLANDS COMMISSIONING REGION",276523,964093.86,11385572
2020-07-01,Y62,"NORTH WEST COMMISSIONING REGION",192574,684208.27,7547299
2020-07-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",180834,626020.42,6955691
2020-07-01,Y58,"SOUTH WEST COMMISSIONING REGION",158395,555088.59,5884362
2020-07-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",284923,901657.83,8927616
2020-08-01,Y56,"LONDON COMMISSIONING REGION",107704,471556.99,10294170
2020-08-01,Y59,"SOUTH EAST COMMISSIONING REGION",160864,724369.1,9421471
2020-08-01,Y60,"MIDLANDS COMMISSIONING REGION",247941,876071.87,11385033
2020-08-01,Y62,"NORTH WEST COMMISSIONING REGION",174064,614372.79,7548980
2020-08-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",164822,566953.81,6960107
2020-08-01,Y58,"SOUTH WEST COMMISSIONING REGION",143191,510044.9,5884877
2020-08-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",258118,814977.87,8927373
2020-09-01,Y56,"LONDON COMMISSIONING REGION",116745,496964.76,10285919
2020-09-01,Y59,"SOUTH EAST COMMISSIONING REGION",174881,786084.06,9420488
2020-09-01,Y60,"MIDLANDS COMMISSIONING REGION",270516,944983.68,11384660
2020-09-01,Y62,"NORTH WEST COMMISSIONING REGION",188095,660696.88,7549336
2020-09-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",176021,598951.4,6961671
2020-09-01,Y58,"SOUTH WEST COMMISSIONING REGION",154646,543027.76,5886321
2020-09-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",278624,865938.82,8927847
2020-10-01,Y56,"LONDON COMMISSIONING REGION",119682,477810.16,10289555
2020-10-01,Y59,"SOUTH EAST COMMISSIONING REGION",178757,744723.12,9428987
2020-10-01,Y60,"MIDLANDS COMMISSIONING REGION",276016,906094.14,11399757
2020-10-01,Y62,"NORTH WEST COMMISSIONING REGION",191496,631193.11,7555758
2020-10-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",180187,590261.62,6964447
2020-10-01,Y58,"SOUTH WEST COMMISSIONING REGION",158995,527566.14,5892782
2020-10-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",283638,837369.45,8937903
2020-11-01,Y56,"LONDON COMMISSIONING REGION",115793,466097.16,10302791
2020-11-01,Y59,"SOUTH EAST COMMISSIONING REGION",173628,740876.43,9436081
2020-11-01,Y60,"MIDLANDS COMMISSIONING REGION",265574,877162.18,11409087
2020-11-01,Y62,"NORTH WEST COMMISSIONING REGION",184327,611489.08,7562295
2020-11-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",175144,566097.67,6971459
2020-11-01,Y58,"SOUTH WEST COMMISSIONING REGION",154823,512373.04,5898441
2020-11-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",275302,808491.38,8947325
2020-12-01,Y56,"LONDON COMMISSIONING REGION",122692,497921.55,10314558
2020-12-01,Y59,"SOUTH EAST COMMISSIONING REGION",186535,790008.98,9442028
2020-12-01,Y60,"MIDLANDS COMMISSIONING REGION",288995,949040.07,11414580
2020-12-01,Y62,"NORTH WEST COMMISSIONING REGION",201362,667032.77,7566743
2020-12-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",187718,610727.95,6977701
2020-12-01,Y58,"SOUTH WEST COMMISSIONING REGION",165852,553658.79,5904635
2020-12-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",296967,880625.91,8949160
2021-01-01,Y56,"LONDON COMMISSIONING REGION",118481,468514.59,10325878
2021-01-01,Y59,"SOUTH EAST COMMISSIONING REGION",175291,753337,9447508
2021-01-01,Y60,"MIDLANDS COMMISSIONING REGION",270325,909227.01,11418784
2021-01-01,Y62,"NORTH WEST COMMISSIONING REGION",185957,623890.33,7571972
2021-01-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",177581,592903.66,6982510
2021-01-01,Y58,"SOUTH WEST COMMISSIONING REGION",155819,535370.56,5908904
2021-01-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",277207,843468.58,8949832
2021-02-01,Y56,"LONDON COMMISSIONING REGION",111763,443944.34,10328775
2021-02-01,Y59,"SOUTH EAST COMMISSIONING REGION",165642,706023.17,9448439
2021-02-01,Y60,"MIDLANDS COMMISSIONING REGION",255371,871114.31,11421095
2021-02-01,Y62,"NORTH WEST COMMISSIONING REGION",177807,603097.13,7574620
2021-02-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",166822,549131.52,6982786
2021-02-01,Y58,"SOUTH WEST COMMISSIONING REGION",146622,502243.32,5912662
2021-02-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",263389,794892.65,8949420
2021-03-01,Y56,"LONDON COMMISSIONING REGION",125608,505956.18,10341195
2021-03-01,Y59,"SOUTH EAST COMMISSIONING REGION",186116,786473.57,9451815
2021-03-01,Y60,"MIDLANDS COMMISSIONING REGION",287104,950743.04,11423599
2021-03-01,Y62,"NORTH WEST COMMISSIONING REGION",200206,665642.02,7578726
2021-03-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",186481,605003.43,6985618
2021-03-01,Y58,"SOUTH WEST COMMISSIONING REGION",165011,563335.19,5917594
2021-03-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",296806,896346.82,8951239
2021-04-01,Y56,"LONDON COMMISSIONING REGION",120183,469348.67,10375347
2021-04-01,Y59,"SOUTH EAST COMMISSIONING REGION",177786,775743.37,9465158
2021-04-01,Y60,"MIDLANDS COMMISSIONING REGION",279499,934063.78,11435604
2021-04-01,Y62,"NORTH WEST COMMISSIONING REGION",193694,647217.06,7587973
2021-04-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",181126,600755.97,6996426
2021-04-01,Y58,"SOUTH WEST COMMISSIONING REGION",160155,544754.17,5926083
2021-04-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",284363,865641.58,8956467
2021-05-01,Y56,"LONDON COMMISSIONING REGION",115826,460811.11,10394044
2021-05-01,Y59,"SOUTH EAST COMMISSIONING REGION",171499,719614.64,9473549
2021-05-01,Y60,"MIDLANDS COMMISSIONING REGION",264315,892178.09,11442989
2021-05-01,Y62,"NORTH WEST COMMISSIONING REGION",182537,615000.94,7593488
2021-05-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",172783,573766.79,7002996
2021-05-01,Y58,"SOUTH WEST COMMISSIONING REGION",152897,520419.08,5932018
2021-05-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",270597,814225.18,8958827
2021-06-01,Y56,"LONDON COMMISSIONING REGION",122515,488821.34,10416804
2021-06-01,Y59,"SOUTH EAST COMMISSIONING REGION",180329,771029.28,9482622
2021-06-01,Y60,"MIDLANDS COMMISSIONING REGION",280905,938339.23,11451305
2021-06-01,Y62,"NORTH WEST COMMISSIONING REGION",195243,655843.05,7599280
2021-06-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",181995,585918.36,7011249
2021-06-01,Y58,"SOUTH WEST COMMISSIONING REGION",160393,557473.34,5937337
2021-06-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",288922,873764.11,8961216
2021-07-01,Y56,"LONDON COMMISSIONING REGION",122365,455355.04,10460704
2021-07-01,Y59,"SOUTH EAST COMMISSIONING REGION",181041,693454.79,9497446
2021-07-01,Y60,"MIDLANDS COMMISSIONING REGION",280288,867393.5,11462677
2021-07-01,Y62,"NORTH WEST COMMISSIONING REGION",193661,594867.52,7610413
2021-07-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",183928,552464.49,7024340
2021-07-01,Y58,"SOUTH WEST COMMISSIONING REGION",160623,501975.89,5945975
2021-07-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",285583,789213.31,8967500
2021-08-01,Y56,"LONDON COMMISSIONING REGION",115775,412269.74,10484991
2021-08-01,Y59,"SOUTH EAST COMMISSIONING REGION",171778,670982.22,9505984
2021-08-01,Y60,"MIDLANDS COMMISSIONING REGION",268491,820911.81,11469252
2021-08-01,Y62,"NORTH WEST COMMISSIONING REGION",185697,566613.71,7617178
2021-08-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",174429,516585.02,7034367
2021-08-01,Y58,"SOUTH WEST COMMISSIONING REGION",153087,476585.74,5950970
2021-08-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",276247,757965.19,8968617
2021-09-01,Y56,"LONDON COMMISSIONING REGION",123435,462726.98,10501848
2021-09-01,Y59,"SOUTH EAST COMMISSIONING REGION",180032,695237.03,9514059
2021-09-01,Y60,"MIDLANDS COMMISSIONING REGION",284184,866136.91,11477274
2021-09-01,Y62,"NORTH WEST COMMISSIONING REGION",195821,589227.02,7624812
2021-09-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",182915,554053.85,7042747
2021-09-01,Y58,"SOUTH WEST COMMISSIONING REGION",160245,496063.97,5955856
2021-09-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",287484,788536.89,8968520
2021-10-01,Y56,"LONDON COMMISSIONING REGION",118473,400871.83,10528260
2021-10-01,Y59,"SOUTH EAST COMMISSIONING REGION",173405,641630.94,9527034
2021-10-01,Y60,"MIDLANDS COMMISSIONING REGION",270690,762773.51,11502028
2021-10-01,Y62,"NORTH WEST COMMISSIONING REGION",187104,535028.54,7637641
2021-10-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",175584,489187.46,7047005
2021-10-01,Y58,"SOUTH WEST COMMISSIONING REGION",152024,435399.25,5966996
2021-10-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",276426,703738.76,8984115
2021-11-01,Y56,"LONDON COMMISSIONING REGION",122476,425633.19,10560132
2021-11-01,Y59,"SOUTH EAST COMMISSIONING REGION",180067,657265.4,9540164
2021-11-01,Y60,"MIDLANDS COMMISSIONING REGION",281846,784658.82,11517190
2021-11-01,Y62,"NORTH WEST COMMISSIONING REGION",193718,544782.52,7651787
2021-11-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",180134,503837.03,7054809
2021-11-01,Y58,"SOUTH WEST COMMISSIONING REGION",160361,465972.9,5975469
2021-11-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",286036,738421.52,8999723
2021-12-01,Y56,"LONDON COMMISSIONING REGION",125182,433760.58,10587476
2021-12-01,Y59,"SOUTH EAST COMMISSIONING REGION",190596,705719.24,9553164
2021-12-01,Y60,"MIDLANDS COMMISSIONING REGION",295116,835193.48,11533200
2021-12-01,Y62,"NORTH WEST COMMISSIONING REGION",202970,584268.74,7663200
2021-12-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",189747,527946.38,7063167
2021-12-01,Y58,"SOUTH WEST COMMISSIONING REGION",168281,494409.14,5983101
2021-12-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",299697,768279.09,9011580
2022-01-01,Y56,"LONDON COMMISSIONING REGION",122313,382999.5,10613591
2022-01-01,Y59,"SOUTH EAST COMMISSIONING REGION",178140,594176.04,9563662
2022-01-01,Y60,"MIDLANDS COMMISSIONING REGION",279182,713207.41,11545472
2022-01-01,Y62,"NORTH WEST COMMISSIONING REGION",190908,501969.1,7670729
2022-01-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",181541,462991.67,7070213
2022-01-01,Y58,"SOUTH WEST COMMISSIONING REGION",157100,409636.74,5989344
2022-01-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",282513,662826.1,9015292
2022-02-01,Y56,"LONDON COMMISSIONING REGION",114362,357728.89,10631130
2022-02-01,Y59,"SOUTH EAST COMMISSIONING REGION",168110,559121.28,9571434
2022-02-01,Y60,"MIDLANDS COMMISSIONING REGION",262679,679894.44,11556043
2022-02-01,Y62,"NORTH WEST COMMISSIONING REGION",178822,463791.06,7677987
2022-02-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",168275,436540.04,7075377
2022-02-01,Y58,"SOUTH WEST COMMISSIONING REGION",146844,390789.52,5994005
2022-02-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",266881,625080.94,9020008
2022-03-01,Y56,"LONDON COMMISSIONING REGION",129778,411083.25,10647546
2022-03-01,Y59,"SOUTH EAST COMMISSIONING REGION",189762,634079.03,9576240
2022-03-01,Y60,"MIDLANDS COMMISSIONING REGION",297462,749834.11,11565181
2022-03-01,Y62,"NORTH WEST COMMISSIONING REGION",205708,534781.85,7685335
2022-03-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",189971,474428.36,7078873
2022-03-01,Y58,"SOUTH WEST COMMISSIONING REGION",166778,433957.23,5996374
2022-03-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",300989,706996.93,9023074
2022-04-01,Y56,"LONDON COMMISSIONING REGION",121114,367115.87,10661399
2022-04-01,Y59,"SOUTH EAST COMMISSIONING REGION",176670,592798.33,9582631
2022-04-01,Y60,"MIDLANDS COMMISSIONING REGION",276350,708736.38,11576299
2022-04-01,Y62,"NORTH WEST COMMISSIONING REGION",190829,494759.43,7692660
2022-04-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",178039,451646.93,7083355
2022-04-01,Y58,"SOUTH WEST COMMISSIONING REGION",156432,408528.65,6000161
2022-04-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",282186,644440.98,9028252
2022-05-01,Y56,"LONDON COMMISSIONING REGION",125639,404994.55,10669364
2022-05-01,Y59,"SOUTH EAST COMMISSIONING REGION",184242,601740.05,9588746
2022-05-01,Y60,"MIDLANDS COMMISSIONING REGION",289214,721902.78,11581053
