date,id,name,y_items,y_actual_cost,total_list_size
2019-02-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",507,51341.94,8880873
2019-02-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",426,41786.87,6868281
2019-02-01,Y58,"SOUTH WEST COMMISSIONING REGION",530,66224,5821677
2019-03-01,Y62,"NORTH WEST COMMISSIONING REGION",266,32567.37,7471538
2019-03-01,Y56,"LONDON COMMISSIONING REGION",410,72330.93,10046810
2019-03-01,Y60,"MIDLANDS COMMISSIONING REGION",477,54444.3,11289941
2019-03-01,Y59,"SOUTH EAST COMMISSIONING REGION",538,127078.36,9324725
2019-03-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",535,42785.77,8883624
2019-03-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",440,41459.3,6872823
2019-03-01,Y58,"SOUTH WEST COMMISSIONING REGION",545,82204.41,5824404
2019-04-01,Y62,"NORTH WEST COMMISSIONING REGION",262,24219.31,7476788
2019-04-01,Y56,"LONDON COMMISSIONING REGION",413,68017.17,10062815
2019-04-01,Y60,"MIDLANDS COMMISSIONING REGION",468,58140.89,11297178
2019-04-01,Y59,"SOUTH EAST COMMISSIONING REGION",531,109650.1,9330613
2019-04-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",420,38544.34,6877718
2019-04-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",553,51098.87,8884823
2019-04-01,Y58,"SOUTH WEST COMMISSIONING REGION",518,67403.59,5828715
2019-05-01,Y62,"NORTH WEST COMMISSIONING REGION",290,32173.92,7481059
2019-05-01,Y60,"MIDLANDS COMMISSIONING REGION",485,66996.22,11303436
2019-05-01,Y56,"LONDON COMMISSIONING REGION",437,79624.3,10082115
2019-05-01,Y59,"SOUTH EAST COMMISSIONING REGION",591,134461.98,9336102
2019-05-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",572,46077.19,8887015
2019-05-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",448,45382.04,6882026
2019-05-01,Y58,"SOUTH WEST COMMISSIONING REGION",598,80129.34,5832593
2019-06-01,Y62,"NORTH WEST COMMISSIONING REGION",274,34495.54,7486134
2019-06-01,Y56,"LONDON COMMISSIONING REGION",383,65603.62,10101923
2019-06-01,Y60,"MIDLANDS COMMISSIONING REGION",475,54757.26,11310273
2019-06-01,Y59,"SOUTH EAST COMMISSIONING REGION",504,113022.78,9342452
2019-06-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",508,44167.9,8888603
2019-06-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",421,45231.41,6888257
2019-06-01,Y58,"SOUTH WEST COMMISSIONING REGION",514,73524.39,5836413
2019-07-01,Y62,"NORTH WEST COMMISSIONING REGION",257,28171.44,7490335
2019-07-01,Y56,"LONDON COMMISSIONING REGION",412,78582.31,10119444
2019-07-01,Y60,"MIDLANDS COMMISSIONING REGION",467,55789.4,11316858
2019-07-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",413,42157.03,6894651
2019-07-01,Y59,"SOUTH EAST COMMISSIONING REGION",567,152021.04,9349320
2019-07-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",542,55857.81,8890364
2019-07-01,Y58,"SOUTH WEST COMMISSIONING REGION",499,77740.19,5839268
2019-08-01,Y56,"LONDON COMMISSIONING REGION",381,73311.28,10141919
2019-08-01,Y62,"NORTH WEST COMMISSIONING REGION",283,34449.07,7495529
2019-08-01,Y60,"MIDLANDS COMMISSIONING REGION",480,74298.35,11323152
2019-08-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",497,62272.13,8892638
2019-08-01,Y59,"SOUTH EAST COMMISSIONING REGION",523,138476.22,9357428
2019-08-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",412,46366.89,6903485
2019-08-01,Y58,"SOUTH WEST COMMISSIONING REGION",531,84509.9,5842583
2019-09-01,Y62,"NORTH WEST COMMISSIONING REGION",230,31351.18,7499627
2019-09-01,Y56,"LONDON COMMISSIONING REGION",361,88973.91,10158323
2019-09-01,Y60,"MIDLANDS COMMISSIONING REGION",432,62281.09,11330365
2019-09-01,Y59,"SOUTH EAST COMMISSIONING REGION",440,143942.69,9365584
2019-09-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",330,43629.84,6909412
2019-09-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",441,55491.07,8895534
2019-09-01,Y58,"SOUTH WEST COMMISSIONING REGION",419,76997.03,5846320
2019-10-01,Y62,"NORTH WEST COMMISSIONING REGION",227,43498.02,7515988
2019-10-01,Y56,"LONDON COMMISSIONING REGION",332,96076.07,10181822
2019-10-01,Y60,"MIDLANDS COMMISSIONING REGION",388,63196.92,11356955
2019-10-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",405,56370.37,8917154
2019-10-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",317,45683.58,6912646
2019-10-01,Y59,"SOUTH EAST COMMISSIONING REGION",474,166394.14,9383051
2019-10-01,Y58,"SOUTH WEST COMMISSIONING REGION",470,90116.95,5854890
2019-11-01,Y62,"NORTH WEST COMMISSIONING REGION",223,31350.38,7527579
2019-11-01,Y56,"LONDON COMMISSIONING REGION",305,84960.53,10213538
2019-11-01,Y60,"MIDLANDS COMMISSIONING REGION",362,65089.72,11372492
2019-11-01,Y59,"SOUTH EAST COMMISSIONING REGION",450,145471.99,9395040
2019-11-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",439,52338.42,8930241
2019-11-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",348,57930.35,6921236
2019-11-01,Y58,"SOUTH WEST COMMISSIONING REGION",449,90486.28,5863157
2019-12-01,Y62,"NORTH WEST COMMISSIONING REGION",203,39113.92,7533931
2019-12-01,Y56,"LONDON COMMISSIONING REGION",302,85898.7,10235623
2019-12-01,Y60,"MIDLANDS COMMISSIONING REGION",373,87437.95,11379276
2019-12-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",304,59700.95,6932033
2019-12-01,Y59,"SOUTH EAST COMMISSIONING REGION",433,150619.05,9401836
2019-12-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",412,70648.6,8934923
2019-12-01,Y58,"SOUTH WEST COMMISSIONING REGION",361,81254.6,5868951
2020-01-01,Y62,"NORTH WEST COMMISSIONING REGION",204,46308.03,7538518
2020-01-01,Y56,"LONDON COMMISSIONING REGION",283,97433.24,10249920
2020-01-01,Y60,"MIDLANDS COMMISSIONING REGION",349,74704.18,11382678
2020-01-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",354,61528.13,8933862
2020-01-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",280,57406.88,6937494
2020-01-01,Y59,"SOUTH EAST COMMISSIONING REGION",433,164594.81,9405869
2020-01-01,Y58,"SOUTH WEST COMMISSIONING REGION",399,91355.33,5874580
2020-02-01,Y62,"NORTH WEST COMMISSIONING REGION",146,35268.47,7544503
2020-02-01,Y56,"LONDON COMMISSIONING REGION",251,74045.48,10269606
2020-02-01,Y60,"MIDLANDS COMMISSIONING REGION",311,69394.65,11388757
2020-02-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",262,51716.12,6944171
2020-02-01,Y59,"SOUTH EAST COMMISSIONING REGION",372,145060.6,9413643
2020-02-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",359,49554.15,8937566
2020-02-01,Y58,"SOUTH WEST COMMISSIONING REGION",322,92094.09,5878589
2020-03-01,Y62,"NORTH WEST COMMISSIONING REGION",173,45063.62,7550777
2020-03-01,Y56,"LONDON COMMISSIONING REGION",281,105743.99,10288179
2020-03-01,Y60,"MIDLANDS COMMISSIONING REGION",320,71545.97,11396276
2020-03-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",274,67480.75,8940369
2020-03-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",267,61086.72,6950439
2020-03-01,Y59,"SOUTH EAST COMMISSIONING REGION",381,172426.42,9419119
2020-03-01,Y58,"SOUTH WEST COMMISSIONING REGION",316,90723.25,5883113
2020-04-01,Y62,"NORTH WEST COMMISSIONING REGION",156,34214,7553767
2020-04-01,Y56,"LONDON COMMISSIONING REGION",218,86568.21,10298573
2020-04-01,Y60,"MIDLANDS COMMISSIONING REGION",304,63368.24,11399944
2020-04-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",294,51746.93,8941089
2020-04-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",255,62896.29,6954531
2020-04-01,Y59,"SOUTH EAST COMMISSIONING REGION",376,155320.35,9423436
2020-04-01,Y58,"SOUTH WEST COMMISSIONING REGION",283,96711.75,5886551
2020-05-01,Y62,"NORTH WEST COMMISSIONING REGION",138,41335.13,7547186
2020-05-01,Y60,"MIDLANDS COMMISSIONING REGION",241,73488.09,11389230
2020-05-01,Y56,"LONDON COMMISSIONING REGION",218,86865.85,10287897
2020-05-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",204,65435.1,8931447
2020-05-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",208,44767.1,6950527
2020-05-01,Y59,"SOUTH EAST COMMISSIONING REGION",289,143415.24,9417226
2020-05-01,Y58,"SOUTH WEST COMMISSIONING REGION",208,72968.77,5883971
2020-06-01,Y62,"NORTH WEST COMMISSIONING REGION",136,42827.49,7545575
2020-06-01,Y60,"MIDLANDS COMMISSIONING REGION",255,62536.23,11385399
2020-06-01,Y56,"LONDON COMMISSIONING REGION",270,91859.9,10288312
2020-06-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",253,60507.9,8927315
2020-06-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",233,63770.81,6951259
2020-06-01,Y59,"SOUTH EAST COMMISSIONING REGION",349,142874.82,9416392
2020-06-01,Y58,"SOUTH WEST COMMISSIONING REGION",269,104028.23,5883191
2020-07-01,Y62,"NORTH WEST COMMISSIONING REGION",141,33151.32,7547299
2020-07-01,Y60,"MIDLANDS COMMISSIONING REGION",239,77595.21,11385572
2020-07-01,Y56,"LONDON COMMISSIONING REGION",243,96558.57,10293084
2020-07-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",244,69352.23,8927616
2020-07-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",231,61510.81,6955691
2020-07-01,Y59,"SOUTH EAST COMMISSIONING REGION",357,162335.29,9419150
2020-07-01,Y58,"SOUTH WEST COMMISSIONING REGION",257,83813.37,5884362
2020-08-01,Y62,"NORTH WEST COMMISSIONING REGION",130,34301.38,7548980
2020-08-01,Y60,"MIDLANDS COMMISSIONING REGION",218,64220.66,11385033
2020-08-01,Y56,"LONDON COMMISSIONING REGION",213,91181.67,10294170
2020-08-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",207,51192.71,8927373
2020-08-01,Y59,"SOUTH EAST COMMISSIONING REGION",315,148690.85,9421471
2020-08-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",233,67064.78,6960107
2020-08-01,Y58,"SOUTH WEST COMMISSIONING REGION",219,73386.14,5884877
2020-09-01,Y62,"NORTH WEST COMMISSIONING REGION",138,45608.92,7549336
2020-09-01,Y60,"MIDLANDS COMMISSIONING REGION",211,72922.31,11384660
2020-09-01,Y56,"LONDON COMMISSIONING REGION",225,79120.6,10285919
2020-09-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",179,57156.72,6961671
2020-09-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",233,75333.33,8927847
2020-09-01,Y59,"SOUTH EAST COMMISSIONING REGION",307,174587.46,9420488
2020-09-01,Y58,"SOUTH WEST COMMISSIONING REGION",216,86582.97,5886321
2020-10-01,Y62,"NORTH WEST COMMISSIONING REGION",140,47049.43,7555758
2020-10-01,Y60,"MIDLANDS COMMISSIONING REGION",214,68837.52,11399757
2020-10-01,Y56,"LONDON COMMISSIONING REGION",233,95550.23,10289555
2020-10-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",232,70495.63,8937903
2020-10-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",211,65118.17,6964447
2020-10-01,Y59,"SOUTH EAST COMMISSIONING REGION",322,179401.82,9428987
2020-10-01,Y58,"SOUTH WEST COMMISSIONING REGION",221,98738.62,5892782
2020-11-01,Y60,"MIDLANDS COMMISSIONING REGION",204,71164.53,11409087
2020-11-01,Y62,"NORTH WEST COMMISSIONING REGION",136,48946.08,7562295
2020-11-01,Y56,"LONDON COMMISSIONING REGION",236,99942.09,10302791
2020-11-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",216,52928.98,8947325
2020-11-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",193,64361.04,6971459
2020-11-01,Y59,"SOUTH EAST COMMISSIONING REGION",330,200013.39,9436081
2020-11-01,Y58,"SOUTH WEST COMMISSIONING REGION",228,89610.87,5898441
2020-12-01,Y62,"NORTH WEST COMMISSIONING REGION",149,43962.97,7566743
2020-12-01,Y60,"MIDLANDS COMMISSIONING REGION",231,73039.8,11414580
2020-12-01,Y56,"LONDON COMMISSIONING REGION",249,98487.29,10314558
2020-12-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",233,74685.22,8949160
2020-12-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",217,63584.46,6977701
2020-12-01,Y59,"SOUTH EAST COMMISSIONING REGION",317,153782.94,9442028
2020-12-01,Y58,"SOUTH WEST COMMISSIONING REGION",253,91154.26,5904635
2021-01-01,Y62,"NORTH WEST COMMISSIONING REGION",131,29216,7571972
2021-01-01,Y60,"MIDLANDS COMMISSIONING REGION",220,69757.35,11418784
2021-01-01,Y56,"LONDON COMMISSIONING REGION",210,87956.35,10325878
2021-01-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",201,58631.6,8949832
2021-01-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",186,55081.36,6982510
2021-01-01,Y59,"SOUTH EAST COMMISSIONING REGION",338,154720.57,9447508
2021-01-01,Y58,"SOUTH WEST COMMISSIONING REGION",259,97997.79,5908904
2021-02-01,Y62,"NORTH WEST COMMISSIONING REGION",126,33156.62,7574620
2021-02-01,Y60,"MIDLANDS COMMISSIONING REGION",206,63649.36,11421095
2021-02-01,Y56,"LONDON COMMISSIONING REGION",202,83426.18,10328775
2021-02-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",178,54669.21,8949420
2021-02-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",180,60065.63,6982786
2021-02-01,Y59,"SOUTH EAST COMMISSIONING REGION",267,169738.12,9448439
2021-02-01,Y58,"SOUTH WEST COMMISSIONING REGION",206,84194.82,5912662
2021-03-01,Y62,"NORTH WEST COMMISSIONING REGION",129,37281.08,7578726
2021-03-01,Y60,"MIDLANDS COMMISSIONING REGION",223,84611.64,11423599
2021-03-01,Y56,"LONDON COMMISSIONING REGION",226,108701.89,10341195
2021-03-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",229,70612.17,8951239
2021-03-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",212,65522.31,6985618
2021-03-01,Y59,"SOUTH EAST COMMISSIONING REGION",340,168357.47,9451815
2021-03-01,Y58,"SOUTH WEST COMMISSIONING REGION",236,105297.94,5917594
2021-04-01,Y62,"NORTH WEST COMMISSIONING REGION",141,43261.3,7587973
2021-04-01,Y56,"LONDON COMMISSIONING REGION",206,88927.77,10375347
2021-04-01,Y60,"MIDLANDS COMMISSIONING REGION",249,70694.12,11435604
2021-04-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",199,67585.81,8956467
2021-04-01,Y59,"SOUTH EAST COMMISSIONING REGION",290,152081.02,9465158
2021-04-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",223,66089.1,6996426
2021-04-01,Y58,"SOUTH WEST COMMISSIONING REGION",239,97610.45,5926083
2021-05-01,Y62,"NORTH WEST COMMISSIONING REGION",110,30697.47,7593488
2021-05-01,Y60,"MIDLANDS COMMISSIONING REGION",193,63655.18,11442989
2021-05-01,Y56,"LONDON COMMISSIONING REGION",221,112537.36,10394044
2021-05-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",214,77569.82,8958827
2021-05-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",182,59291.02,7002996
2021-05-01,Y59,"SOUTH EAST COMMISSIONING REGION",297,153480.25,9473549
2021-05-01,Y58,"SOUTH WEST COMMISSIONING REGION",219,114920.74,5932018
2021-06-01,Y62,"NORTH WEST COMMISSIONING REGION",135,43587.81,7599280
2021-06-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",182,56911.81,8961216
2021-06-01,Y56,"LONDON COMMISSIONING REGION",212,85046.98,10416804
2021-06-01,Y60,"MIDLANDS COMMISSIONING REGION",251,83833.71,11451305
2021-06-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",190,62602.66,7011249
2021-06-01,Y59,"SOUTH EAST COMMISSIONING REGION",304,176177.77,9482622
2021-06-01,Y58,"SOUTH WEST COMMISSIONING REGION",217,108343.88,5937337
2021-07-01,Y62,"NORTH WEST COMMISSIONING REGION",144,34814.16,7610413
2021-07-01,Y60,"MIDLANDS COMMISSIONING REGION",232,69685.33,11462677
2021-07-01,Y56,"LONDON COMMISSIONING REGION",222,106859.3,10460704
2021-07-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",207,60203.3,8967500
2021-07-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",224,77731.7,7024340
2021-07-01,Y59,"SOUTH EAST COMMISSIONING REGION",340,181562.63,9497446
2021-07-01,Y58,"SOUTH WEST COMMISSIONING REGION",233,108090.29,5945975
2021-08-01,Y62,"NORTH WEST COMMISSIONING REGION",129,49921.28,7617178
2021-08-01,Y56,"LONDON COMMISSIONING REGION",204,106060.4,10484991
2021-08-01,Y60,"MIDLANDS COMMISSIONING REGION",236,85924.49,11469252
2021-08-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",217,73434.15,8968617
2021-08-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",196,73207.98,7034367
2021-08-01,Y59,"SOUTH EAST COMMISSIONING REGION",308,162380.01,9505984
2021-08-01,Y58,"SOUTH WEST COMMISSIONING REGION",217,98411.27,5950970
2021-09-01,Y62,"NORTH WEST COMMISSIONING REGION",140,57001.77,7624812
2021-09-01,Y56,"LONDON COMMISSIONING REGION",200,104789.42,10501848
2021-09-01,Y60,"MIDLANDS COMMISSIONING REGION",259,81551.61,11477274
2021-09-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",215,92084.98,8968520
2021-09-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",215,77495.26,7042747
2021-09-01,Y59,"SOUTH EAST COMMISSIONING REGION",334,192462.88,9514059
2021-09-01,Y58,"SOUTH WEST COMMISSIONING REGION",215,118900.03,5955856
2021-10-01,Y62,"NORTH WEST COMMISSIONING REGION",132,46867.59,7637641
2021-10-01,Y60,"MIDLANDS COMMISSIONING REGION",225,84377.21,11502028
2021-10-01,Y56,"LONDON COMMISSIONING REGION",218,109329.63,10528260
2021-10-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",212,62882.76,8984115
2021-10-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",201,70729.26,7047005
2021-10-01,Y59,"SOUTH EAST COMMISSIONING REGION",304,172993.88,9527034
2021-10-01,Y58,"SOUTH WEST COMMISSIONING REGION",202,97023.34,5966996
2021-11-01,Y62,"NORTH WEST COMMISSIONING REGION",132,51339.49,7651787
2021-11-01,Y60,"MIDLANDS COMMISSIONING REGION",220,81549.85,11517190
2021-11-01,Y56,"LONDON COMMISSIONING REGION",220,114086.79,10560132
2021-11-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",244,78578.98,8999723
2021-11-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",202,78854.91,7054809
2021-11-01,Y59,"SOUTH EAST COMMISSIONING REGION",306,205527.92,9540164
2021-11-01,Y58,"SOUTH WEST COMMISSIONING REGION",199,111896.41,5975469
2021-12-01,Y62,"NORTH WEST COMMISSIONING REGION",107,43487.93,7663200
2021-12-01,Y56,"LONDON COMMISSIONING REGION",196,125809.45,10587476
2021-12-01,Y60,"MIDLANDS COMMISSIONING REGION",244,88862.64,11533200
2021-12-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",257,82757.47,9011580
2021-12-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",224,77182.1,7063167
2021-12-01,Y59,"SOUTH EAST COMMISSIONING REGION",347,199342.07,9553164
2021-12-01,Y58,"SOUTH WEST COMMISSIONING REGION",223,107369.42,5983101
2022-01-01,Y62,"NORTH WEST COMMISSIONING REGION",115,42802.05,7670729
2022-01-01,Y60,"MIDLANDS COMMISSIONING REGION",192,76145.37,11545472
2022-01-01,Y56,"LONDON COMMISSIONING REGION",225,114100.6,10613591
2022-01-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",217,69003.33,9015292
2022-01-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",201,69382.53,7070213
2022-01-01,Y59,"SOUTH EAST COMMISSIONING REGION",314,188498.97,9563662
2022-01-01,Y58,"SOUTH WEST COMMISSIONING REGION",233,104921.54,5989344
2022-02-01,Y62,"NORTH WEST COMMISSIONING REGION",116,41964.91,7677987
2022-02-01,Y56,"LONDON COMMISSIONING REGION",170,90893.34,10631130
2022-02-01,Y60,"MIDLANDS COMMISSIONING REGION",207,74636.55,11556043
2022-02-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",198,61665,9020008
2022-02-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",172,74287.59,7075377
2022-02-01,Y59,"SOUTH EAST COMMISSIONING REGION",302,180384.64,9571434
2022-02-01,Y58,"SOUTH WEST COMMISSIONING REGION",191,87403.16,5994005
2022-03-01,Y62,"NORTH WEST COMMISSIONING REGION",136,67063.06,7685335
2022-03-01,Y60,"MIDLANDS COMMISSIONING REGION",223,94189.89,11565181
2022-03-01,Y56,"LONDON COMMISSIONING REGION",253,141178.74,10647546
2022-03-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",256,100676.15,9023074
2022-03-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",251,102424.91,7078873
2022-03-01,Y59,"SOUTH EAST COMMISSIONING REGION",353,234828.82,9576240
2022-03-01,Y58,"SOUTH WEST COMMISSIONING REGION",236,123960.5,5996374
2022-04-01,Y62,"NORTH WEST COMMISSIONING REGION",127,50273.65,7692660
2022-04-01,Y60,"MIDLANDS COMMISSIONING REGION",225,86038.51,11576299
2022-04-01,Y56,"LONDON COMMISSIONING REGION",214,119609.8,10661399
2022-04-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",264,90652.8,9028252
2022-04-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",222,102825.66,7083355
2022-04-01,Y59,"SOUTH EAST COMMISSIONING REGION",335,218273.66,9582631
2022-04-01,Y58,"SOUTH WEST COMMISSIONING REGION",240,122245.02,6000161
2022-05-01,Y62,"NORTH WEST COMMISSIONING REGION",118,54972.95,7696325
2022-05-01,Y56,"LONDON COMMISSIONING REGION",213,123305.34,10669364
2022-05-01,Y60,"MIDLANDS COMMISSIONING REGION",254,110102.04,11581053
2022-05-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",223,73705.45,9029573
2022-05-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",196,88853.64,7087594
2022-05-01,Y59,"SOUTH EAST COMMISSIONING REGION",319,198567.78,9588746
2022-05-01,Y58,"SOUTH WEST COMMISSIONING REGION",257,128060.51,6001148
2022-06-01,Y62,"NORTH WEST COMMISSIONING REGION",109,45821.06,7703482
2022-06-01,Y56,"LONDON COMMISSIONING REGION",189,99645.75,10682806
2022-06-01,Y60,"MIDLANDS COMMISSIONING REGION",225,85388.67,11591465
