date,id,name,y_items,y_actual_cost,total_list_size
2021-11-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",370690,918351.24,8999723
2021-12-01,Y56,"LONDON COMMISSIONING REGION",175176,524166.24,10587476
2021-12-01,Y59,"SOUTH EAST COMMISSIONING REGION",256486,1029804.21,9553164
2021-12-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",206783,688425.89,7063167
2021-12-01,Y60,"MIDLANDS COMMISSIONING REGION",337670,1114360.41,11533200
2021-12-01,Y58,"SOUTH WEST COMMISSIONING REGION",203598,630534.86,5983101
2021-12-01,Y62,"NORTH WEST COMMISSIONING REGION",318749,961236.95,7663200
2021-12-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",389945,974473.66,9011580
2022-01-01,Y56,"LONDON COMMISSIONING REGION",173872,468734.51,10613591
2022-01-01,Y59,"SOUTH EAST COMMISSIONING REGION",243024,898219.86,9563662
2022-01-01,Y60,"MIDLANDS COMMISSIONING REGION",320259,966166.74,11545472
2022-01-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",199055,617043.26,7070213
2022-01-01,Y58,"SOUTH WEST COMMISSIONING REGION",192026,538503.25,5989344
2022-01-01,Y62,"NORTH WEST COMMISSIONING REGION",303756,842207.04,7670729
2022-01-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",369461,825281.35,9015292
2022-02-01,Y56,"LONDON COMMISSIONING REGION",160473,434573.44,10631130
2022-02-01,Y59,"SOUTH EAST COMMISSIONING REGION",228966,841312.06,9571434
2022-02-01,Y60,"MIDLANDS COMMISSIONING REGION",302177,901754.42,11556043
2022-02-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",185816,575730.83,7075377
2022-02-01,Y58,"SOUTH WEST COMMISSIONING REGION",179684,507047.56,5994005
2022-02-01,Y62,"NORTH WEST COMMISSIONING REGION",284106,780459.2,7677987
2022-02-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",349928,778396.8,9020008
2022-03-01,Y56,"LONDON COMMISSIONING REGION",182853,496277.72,10647546
2022-03-01,Y59,"SOUTH EAST COMMISSIONING REGION",256224,954456.58,9576240
2022-03-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",207882,641056.25,7078873
2022-03-01,Y60,"MIDLANDS COMMISSIONING REGION",341584,1023496.45,11565181
2022-03-01,Y58,"SOUTH WEST COMMISSIONING REGION",203306,568638.31,5996374
2022-03-01,Y62,"NORTH WEST COMMISSIONING REGION",325996,896499.77,7685335
2022-03-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",394475,885208.65,9023074
2022-04-01,Y56,"LONDON COMMISSIONING REGION",173476,465033.34,10661399
2022-04-01,Y59,"SOUTH EAST COMMISSIONING REGION",242398,893320.1,9582631
2022-04-01,Y60,"MIDLANDS COMMISSIONING REGION",318797,943548.27,11576299
2022-04-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",196096,602529.14,7083355
2022-04-01,Y58,"SOUTH WEST COMMISSIONING REGION",192007,539038.91,6000161
2022-04-01,Y62,"NORTH WEST COMMISSIONING REGION",303724,828635.17,7692660
2022-04-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",371204,822003.06,9028252
2022-05-01,Y56,"LONDON COMMISSIONING REGION",178975,487530.57,10669364
