date,id,name,y_items,y_actual_cost,total_list_size
2020-05-01,Y60,"MIDLANDS COMMISSIONING REGION",655384,4360221.82,11389230
2020-05-01,Y58,"SOUTH WEST COMMISSIONING REGION",345212,2301620.13,5883971
2020-05-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",424566,2567513.97,6950527
2020-05-01,Y62,"NORTH WEST COMMISSIONING REGION",505979,3401880.63,7547186
2020-05-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",639415,3894851.19,8931447
2020-06-01,Y56,"LONDON COMMISSIONING REGION",318118,1860276.2,10288312
2020-06-01,Y59,"SOUTH EAST COMMISSIONING REGION",491954,3100065.84,9416392
2020-06-01,Y60,"MIDLANDS COMMISSIONING REGION",683007,3912172.22,11385399
2020-06-01,Y58,"SOUTH WEST COMMISSIONING REGION",355798,2034197.2,5883191
2020-06-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",434568,2273936.73,6951259
2020-06-01,Y62,"NORTH WEST COMMISSIONING REGION",527943,3069020.97,7545575
2020-06-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",664448,3473475.11,8927315
2020-07-01,Y56,"LONDON COMMISSIONING REGION",331480,1840961.56,10293084
2020-07-01,Y59,"SOUTH EAST COMMISSIONING REGION",514567,3066863.26,9419150
2020-07-01,Y60,"MIDLANDS COMMISSIONING REGION",716804,3863711.49,11385572
2020-07-01,Y58,"SOUTH WEST COMMISSIONING REGION",373261,2034576.9,5884362
2020-07-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",455252,2250610.18,6955691
2020-07-01,Y62,"NORTH WEST COMMISSIONING REGION",552242,3025595.19,7547299
2020-07-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",695911,3431957.86,8927616
2020-08-01,Y56,"LONDON COMMISSIONING REGION",301352,1515640.95,10294170
2020-08-01,Y59,"SOUTH EAST COMMISSIONING REGION",466947,2516751.66,9421471
2020-08-01,Y60,"MIDLANDS COMMISSIONING REGION",642924,3154611.33,11385033
2020-08-01,Y58,"SOUTH WEST COMMISSIONING REGION",338592,1665282.91,5884877
2020-08-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",418624,1883101.72,6960107
2020-08-01,Y62,"NORTH WEST COMMISSIONING REGION",500544,2484119.6,7548980
2020-08-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",631094,2825255.24,8927373
2020-09-01,Y56,"LONDON COMMISSIONING REGION",326906,1403699.5,10285919
2020-09-01,Y59,"SOUTH EAST COMMISSIONING REGION",506904,2334250.89,9420488
2020-09-01,Y60,"MIDLANDS COMMISSIONING REGION",703762,2945921.65,11384660
2020-09-01,Y58,"SOUTH WEST COMMISSIONING REGION",366937,1537522.56,5886321
2020-09-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",449002,1733576.47,6961671
2020-09-01,Y62,"NORTH WEST COMMISSIONING REGION",541963,2274008.92,7549336
2020-09-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",683170,2590223.02,8927847
2020-10-01,Y56,"LONDON COMMISSIONING REGION",335227,1349377.98,10289555
2020-10-01,Y59,"SOUTH EAST COMMISSIONING REGION",519226,2249579.66,9428987
2020-10-01,Y60,"MIDLANDS COMMISSIONING REGION",717159,2818117.89,11399757
2020-10-01,Y58,"SOUTH WEST COMMISSIONING REGION",375829,1484956.23,5892782
2020-10-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",457607,1661101.08,6964447
2020-10-01,Y62,"NORTH WEST COMMISSIONING REGION",552788,2167461.6,7555758
2020-10-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",696259,2485534.91,8937903
2020-11-01,Y56,"LONDON COMMISSIONING REGION",323119,1204812.27,10302791
2020-11-01,Y59,"SOUTH EAST COMMISSIONING REGION",505519,2031356.81,9436081
2020-11-01,Y60,"MIDLANDS COMMISSIONING REGION",691211,2497133.26,11409087
2020-11-01,Y58,"SOUTH WEST COMMISSIONING REGION",367604,1349866.73,5898441
2020-11-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",445102,1497144.49,6971459
2020-11-01,Y62,"NORTH WEST COMMISSIONING REGION",531974,1914627.68,7562295
2020-11-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",675191,2214262.42,8947325
2020-12-01,Y56,"LONDON COMMISSIONING REGION",341245,1287170.3,10314558
2020-12-01,Y59,"SOUTH EAST COMMISSIONING REGION",538107,2169511.07,9442028
2020-12-01,Y60,"MIDLANDS COMMISSIONING REGION",744229,2696490,11414580
2020-12-01,Y58,"SOUTH WEST COMMISSIONING REGION",389754,1429348.3,5904635
2020-12-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",476265,1613977.51,6977701
2020-12-01,Y62,"NORTH WEST COMMISSIONING REGION",571886,2064955.73,7566743
2020-12-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",721965,2387016.94,8949160
2021-01-01,Y56,"LONDON COMMISSIONING REGION",331483,1521181.57,10325878
2021-01-01,Y59,"SOUTH EAST COMMISSIONING REGION",514567,2523529.29,9447508
2021-01-01,Y60,"MIDLANDS COMMISSIONING REGION",706554,3144406.29,11418784
2021-01-01,Y58,"SOUTH WEST COMMISSIONING REGION",374341,1676960.34,5908904
2021-01-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",457031,1884336,6982510
2021-01-01,Y62,"NORTH WEST COMMISSIONING REGION",540562,2423706.1,7571972
2021-01-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",686912,2788616.48,8949832
2021-02-01,Y56,"LONDON COMMISSIONING REGION",312767,1435082.75,10328775
2021-02-01,Y59,"SOUTH EAST COMMISSIONING REGION",482245,2358921.68,9448439
2021-02-01,Y60,"MIDLANDS COMMISSIONING REGION",665407,2959287.99,11421095
2021-02-01,Y58,"SOUTH WEST COMMISSIONING REGION",349648,1567503.26,5912662
2021-02-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",427200,1763364.2,6982786
2021-02-01,Y62,"NORTH WEST COMMISSIONING REGION",511844,2296520.04,7574620
2021-02-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",647771,2635484.36,8949420
2021-03-01,Y56,"LONDON COMMISSIONING REGION",352537,1629878.65,10341195
2021-03-01,Y59,"SOUTH EAST COMMISSIONING REGION",542942,2659179.28,9451815
2021-03-01,Y60,"MIDLANDS COMMISSIONING REGION",747519,3332864.44,11423599
2021-03-01,Y58,"SOUTH WEST COMMISSIONING REGION",392383,1763579.02,5917594
2021-03-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",478192,1985819.45,6985618
2021-03-01,Y62,"NORTH WEST COMMISSIONING REGION",579428,2596422.69,7578726
2021-03-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",731179,2971612.03,8951239
2021-04-01,Y56,"LONDON COMMISSIONING REGION",338510,1036072.49,10375347
2021-04-01,Y59,"SOUTH EAST COMMISSIONING REGION",520168,1706755.94,9465158
2021-04-01,Y60,"MIDLANDS COMMISSIONING REGION",728543,2152438.91,11435604
2021-04-01,Y58,"SOUTH WEST COMMISSIONING REGION",381814,1139831.02,5926083
2021-04-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",465550,1313673.33,6996426
2021-04-01,Y62,"NORTH WEST COMMISSIONING REGION",559309,1627248.95,7587973
2021-04-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",704691,1896614.75,8956467
2021-05-01,Y56,"LONDON COMMISSIONING REGION",328146,1011464.06,10394044
2021-05-01,Y59,"SOUTH EAST COMMISSIONING REGION",504578,1660942.68,9473549
2021-05-01,Y60,"MIDLANDS COMMISSIONING REGION",692107,2046307.63,11442989
2021-05-01,Y58,"SOUTH WEST COMMISSIONING REGION",366474,1088838.98,5932018
2021-05-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",447601,1266476.18,7002996
2021-05-01,Y62,"NORTH WEST COMMISSIONING REGION",531658,1559964.36,7593488
2021-05-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",674276,1812519.18,8958827
2021-06-01,Y56,"LONDON COMMISSIONING REGION",346840,1078088.79,10416804
2021-06-01,Y59,"SOUTH EAST COMMISSIONING REGION",531503,1750894.68,9482622
2021-06-01,Y60,"MIDLANDS COMMISSIONING REGION",741406,2199967.4,11451305
2021-06-01,Y58,"SOUTH WEST COMMISSIONING REGION",386990,1162964.09,5937337
2021-06-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",472765,1339379.79,7011249
2021-06-01,Y62,"NORTH WEST COMMISSIONING REGION",569144,1663639.28,7599280
2021-06-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",721646,1949546.91,8961216
2021-07-01,Y56,"LONDON COMMISSIONING REGION",349578,886250.62,10460704
2021-07-01,Y59,"SOUTH EAST COMMISSIONING REGION",535791,1449893.2,9497446
2021-07-01,Y60,"MIDLANDS COMMISSIONING REGION",737355,1786045.14,11462677
2021-07-01,Y58,"SOUTH WEST COMMISSIONING REGION",387590,945974.8,5945975
2021-07-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",475598,1099044.03,7024340
2021-07-01,Y62,"NORTH WEST COMMISSIONING REGION",565829,1341947.53,7610413
2021-07-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",714409,1569474.92,8967500
2021-08-01,Y56,"LONDON COMMISSIONING REGION",329461,821606.44,10484991
2021-08-01,Y59,"SOUTH EAST COMMISSIONING REGION",507833,1368137.76,9505984
2021-08-01,Y60,"MIDLANDS COMMISSIONING REGION",706088,1692702.73,11469252
2021-08-01,Y58,"SOUTH WEST COMMISSIONING REGION",369564,898084.61,5950970
2021-08-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",453081,1033027.07,7034367
2021-08-01,Y62,"NORTH WEST COMMISSIONING REGION",542277,1277862.09,7617178
2021-08-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",687823,1495725.82,8968617
2021-09-01,Y56,"LONDON COMMISSIONING REGION",346215,868618.7,10501848
2021-09-01,Y59,"SOUTH EAST COMMISSIONING REGION",531610,1421259.39,9514059
2021-09-01,Y60,"MIDLANDS COMMISSIONING REGION",748217,1794489.42,11477274
2021-09-01,Y58,"SOUTH WEST COMMISSIONING REGION",388417,941396.87,5955856
2021-09-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",474289,1077508.21,7042747
2021-09-01,Y62,"NORTH WEST COMMISSIONING REGION",573008,1347461.7,7624812
2021-09-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",717982,1566209.3,8968520
2021-10-01,Y56,"LONDON COMMISSIONING REGION",334937,733194.3,10528260
2021-10-01,Y59,"SOUTH EAST COMMISSIONING REGION",511102,1206462.4,9527034
2021-10-01,Y58,"SOUTH WEST COMMISSIONING REGION",366996,781237.94,5966996
2021-10-01,Y60,"MIDLANDS COMMISSIONING REGION",712115,1500075.53,11502028
2021-10-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",454480,910226.59,7047005
2021-10-01,Y62,"NORTH WEST COMMISSIONING REGION",547736,1133073.49,7637641
2021-10-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",690569,1318612.68,8984115
2021-11-01,Y56,"LONDON COMMISSIONING REGION",351191,779363.28,10560132
2021-11-01,Y59,"SOUTH EAST COMMISSIONING REGION",532973,1256704.68,9540164
2021-11-01,Y60,"MIDLANDS COMMISSIONING REGION",742352,1570577.39,11517190
2021-11-01,Y58,"SOUTH WEST COMMISSIONING REGION",391001,840425.78,5975469
2021-11-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",470828,946819.69,7054809
2021-11-01,Y62,"NORTH WEST COMMISSIONING REGION",569694,1182916.83,7651787
2021-11-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",717941,1377069.15,8999723
2021-12-01,Y56,"LONDON COMMISSIONING REGION",357008,800355.98,10587476
2021-12-01,Y59,"SOUTH EAST COMMISSIONING REGION",562562,1344013.9,9553164
2021-12-01,Y60,"MIDLANDS COMMISSIONING REGION",775677,1647430.13,11533200
2021-12-01,Y58,"SOUTH WEST COMMISSIONING REGION",408032,878687.22,5983101
2021-12-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",494541,997076.29,7063167
2021-12-01,Y62,"NORTH WEST COMMISSIONING REGION",592000,1232169.01,7663200
2021-12-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",751159,1454249.26,9011580
2022-01-01,Y56,"LONDON COMMISSIONING REGION",350285,562265.22,10613591
2022-01-01,Y59,"SOUTH EAST COMMISSIONING REGION",530655,914692.45,9563662
2022-01-01,Y60,"MIDLANDS COMMISSIONING REGION",735078,1111676.63,11545472
2022-01-01,Y58,"SOUTH WEST COMMISSIONING REGION",384823,595494.15,5989344
2022-01-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",474737,699162.29,7070213
2022-01-01,Y62,"NORTH WEST COMMISSIONING REGION",564350,831026.51,7670729
2022-01-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",710925,975670.68,9015292
2022-02-01,Y56,"LONDON COMMISSIONING REGION",326058,522824.79,10631130
2022-02-01,Y59,"SOUTH EAST COMMISSIONING REGION",498220,861764.65,9571434
2022-02-01,Y60,"MIDLANDS COMMISSIONING REGION",690229,1045724.51,11556043
2022-02-01,Y58,"SOUTH WEST COMMISSIONING REGION",359088,553851.77,5994005
2022-02-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",440055,641002.2,7075377
2022-02-01,Y62,"NORTH WEST COMMISSIONING REGION",526257,770868.57,7677987
2022-02-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",669246,918629.17,9020008
2022-03-01,Y56,"LONDON COMMISSIONING REGION",369435,597192.49,10647546
2022-03-01,Y59,"SOUTH EAST COMMISSIONING REGION",561787,968071.38,9576240
2022-03-01,Y60,"MIDLANDS COMMISSIONING REGION",781901,1183971.16,11565181
2022-03-01,Y58,"SOUTH WEST COMMISSIONING REGION",406701,630209.95,5996374
2022-03-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",496749,731010.03,7078873
2022-03-01,Y62,"NORTH WEST COMMISSIONING REGION",601370,882946,7685335
2022-03-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",754490,1035211.04,9023074
2022-04-01,Y56,"LONDON COMMISSIONING REGION",346046,518371.73,10661399
2022-04-01,Y59,"SOUTH EAST COMMISSIONING REGION",522294,836865.62,9582631
2022-04-01,Y60,"MIDLANDS COMMISSIONING REGION",724578,1016637.13,11576299
2022-04-01,Y58,"SOUTH WEST COMMISSIONING REGION",378927,544403.39,6000161
2022-04-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",461953,631371.51,7083355
2022-04-01,Y62,"NORTH WEST COMMISSIONING REGION",559071,757998.16,7692660
